Row,AnonStudentId,First Attempt,KC (Default),Incorrects,Hints,Corrects,Opportunity
214,Stu_10,unknown,KC9,6,0,1,4
215,Stu_10,incorrect,KC15,6,0,1,4
216,Stu_10,unknown,KC9,6,0,1,
217,Stu_10,unknown,KC4,5,0,1,17
218,Stu_10,correct,,5,0,1,13
219,Stu_10,unknown,KC4,5,0,1,10
220,Stu_10,correct,KC20,5,0,1,7
221,Stu_10,unknown,KC4,5,0,1,6
222,Stu_10,unknown,KC9,5,0,1,5
223,Stu_10,correct,,5,0,1,5
224,Stu_10,unknown,KC5,5,0,1,3
225,Stu_10,incorrect,KC7,5,0,1,3
226,Stu_10,correct,KC7,5,0,1,2
227,Stu_10,correct,KC10,5,0,1,2
228,Stu_10,unknown,KC9,5,0,1,2
229,Stu_10,unknown,KC4,5,0,1,1
230,Stu_10,unknown,KC5,5,0,1,
231,Stu_10,correct,KC10,5,0,1,
232,Stu_10,correct,KC10,4,0,0,
233,Stu_10,correct,KC4,4,0,1,28
234,Stu_10,unknown,KC9,4,0,1,25
235,Stu_10,unknown,KC9,4,0,1,22
236,Stu_10,unknown,KC9,4,0,1,20
237,Stu_10,correct,KC6,4,0,1,15
238,Stu_10,correct,,4,0,1,15
239,Stu_10,correct,,4,0,1,13
240,Stu_10,correct,KC17,4,0,1,12
241,Stu_10,unknown,KC8,4,0,1,10
242,Stu_10,correct,,4,0,1,9
243,Stu_10,correct,KC16,4,0,1,8
244,Stu_10,correct,,4,0,1,8
245,Stu_10,correct,,4,0,1,7
246,Stu_10,correct,KC11,4,0,1,7
247,Stu_10,unknown,KC5,4,0,1,6
248,Stu_10,incorrect,KC14,4,0,1,5
249,Stu_10,correct,KC11,4,0,1,5
250,Stu_10,unknown,KC9,4,0,1,5
251,Stu_10,unknown,KC8,4,0,1,5
252,Stu_10,unknown,KC9,4,0,1,4
253,Stu_10,unknown,KC9,4,0,1,4
254,Stu_10,correct,KC14,4,0,1,4
255,Stu_10,correct,KC5,4,0,1,3
256,Stu_10,incorrect,KC4,4,0,1,3
257,Stu_10,incorrect,KC18,4,0,1,3
258,Stu_10,incorrect,KC7,4,0,1,3
259,Stu_10,correct,,4,0,1,2
260,Stu_10,incorrect,KC9,4,0,1,1
261,Stu_10,correct,KC14,4,0,1,1
262,Stu_10,correct,,4,0,1,1
263,Stu_10,correct,KC3,4,0,1,
264,Stu_10,correct,,4,0,1,
265,Stu_10,correct,KC15,4,0,1,
266,Stu_10,correct,KC17,4,0,1,
267,Stu_10,unknown,KC9,4,0,1,
268,Stu_10,incorrect,KC16,4,0,1,
269,Stu_10,correct,KC12,4,0,1,
270,Stu_10,unknown,KC9,3,0,0,17
271,Stu_10,unknown,KC9,3,0,0,
272,Stu_10,correct,KC16,3,0,1,26
273,Stu_10,incorrect,KC2,3,0,1,24
274,Stu_10,unknown,KC9,3,0,1,23
275,Stu_10,unknown,KC9,3,0,1,20
276,Stu_10,correct,KC6,3,0,1,18
277,Stu_10,unknown,KC8,3,0,1,17
278,Stu_10,hint,KC7,3,0,1,15
279,Stu_10,unknown,KC8,3,0,1,13
280,Stu_10,correct,,3,0,1,13
281,Stu_10,correct,,3,0,1,13
282,Stu_10,correct,KC8,3,0,1,12
283,Stu_10,unknown,KC9,3,0,1,11
284,Stu_10,correct,KC6,3,0,1,11
285,Stu_10,correct,,3,0,1,10
286,Stu_10,unknown,KC8,3,0,1,10
287,Stu_10,correct,KC11,3,0,1,9
288,Stu_10,unknown,KC9,3,0,1,8
289,Stu_10,correct,KC1,3,0,1,8
290,Stu_10,unknown,KC9,3,0,1,8
291,Stu_10,unknown,KC9,3,0,1,8
292,Stu_10,correct,KC18,3,0,1,8
293,Stu_10,unknown,KC8,3,0,1,8
294,Stu_10,unknown,KC9,3,0,1,8
295,Stu_10,incorrect,KC9,3,0,1,6
296,Stu_10,unknown,KC9,3,0,1,6
297,Stu_10,unknown,KC4,3,0,1,6
298,Stu_10,correct,KC2,3,0,1,6
299,Stu_10,unknown,KC9,3,0,1,6
300,Stu_10,correct,KC2,3,0,1,5
301,Stu_10,unknown,KC8,3,0,1,5
302,Stu_10,correct,,3,0,1,5
303,Stu_10,correct,KC16,3,0,1,5
304,Stu_10,correct,,3,0,1,5
305,Stu_10,correct,KC12,3,0,1,5
306,Stu_10,correct,KC20,3,0,1,5
307,Stu_10,hint,KC17,3,0,1,4
308,Stu_10,unknown,KC4,3,0,1,4
309,Stu_10,correct,KC7,3,0,1,4
310,Stu_10,unknown,KC9,3,0,1,4
311,Stu_10,correct,,3,0,1,4
312,Stu_10,unknown,KC4,3,0,1,4
313,Stu_10,correct,KC2,3,0,1,4
314,Stu_10,unknown,KC9,3,0,1,4
315,Stu_10,correct,KC14,3,0,1,4
316,Stu_10,unknown,KC8,3,0,1,4
317,Stu_10,unknown,KC9,3,0,1,4
318,Stu_10,unknown,KC8,3,0,1,4
319,Stu_10,correct,KC4,3,0,1,3
320,Stu_10,unknown,KC9,3,0,1,3
321,Stu_10,correct,KC15,3,0,1,3
322,Stu_10,correct,,3,0,1,3
323,Stu_10,unknown,KC8,3,0,1,3
324,Stu_10,correct,KC14,3,0,1,3
325,Stu_10,correct,KC6,3,0,1,3
326,Stu_10,correct,KC11,3,0,1,3
327,Stu_10,incorrect,KC6,3,0,1,3
328,Stu_10,unknown,KC8,3,0,1,3
329,Stu_10,correct,KC16,3,0,1,3
330,Stu_10,unknown,KC4,3,0,1,3
331,Stu_10,incorrect,KC9,3,0,1,2
332,Stu_10,correct,KC10,3,0,1,2
333,Stu_10,correct,,3,0,1,2
334,Stu_10,correct,KC20,3,0,1,2
335,Stu_10,unknown,KC9,3,0,1,2
336,Stu_10,unknown,KC9,3,0,1,2
337,Stu_10,correct,KC6,3,0,1,2
338,Stu_10,correct,KC15,3,0,1,2
339,Stu_10,correct,,3,0,1,2
340,Stu_10,unknown,KC9,3,0,1,1
341,Stu_10,correct,KC11,3,0,1,1
342,Stu_10,unknown,KC4,3,0,1,1
343,Stu_10,unknown,KC5,3,0,1,1
344,Stu_10,correct,KC2,3,0,1,1
345,Stu_10,correct,,3,0,1,1
346,Stu_10,unknown,KC4,3,0,1,1
347,Stu_10,correct,KC11,3,0,1,1
348,Stu_10,correct,KC1,3,0,1,1
349,Stu_10,unknown,KC9,3,0,1,
350,Stu_10,correct,KC10,3,0,1,
351,Stu_10,unknown,KC9,3,0,1,
352,Stu_10,correct,KC8,3,0,1,
353,Stu_10,correct,KC10,3,0,1,
354,Stu_10,correct,KC11,3,0,1,
355,Stu_10,correct,KC11,3,0,1,
356,Stu_10,correct,KC16,3,0,1,
357,Stu_10,unknown,KC5,3,0,1,
358,Stu_10,unknown,KC5,3,0,1,
359,Stu_10,incorrect,KC6,3,0,1,
360,Stu_10,incorrect,KC20,3,0,1,
361,Stu_10,correct,KC14,3,0,1,
362,Stu_10,correct,KC3,3,0,1,
363,Stu_10,unknown,,3,0,1,
364,Stu_10,correct,KC19,3,0,1,
365,Stu_10,unknown,KC4,3,0,1,
366,Stu_10,correct,,3,0,1,
367,Stu_10,correct,KC8,3,0,1,
368,Stu_10,unknown,KC4,2,0,0,21
369,Stu_10,incorrect,KC4,2,0,0,8
370,Stu_10,unknown,KC4,2,0,0,7
371,Stu_10,incorrect,KC18,2,0,0,1
372,Stu_10,unknown,KC5,2,0,1,31
373,Stu_10,correct,KC3,2,0,1,28
374,Stu_10,correct,KC7,2,0,1,28
375,Stu_10,correct,KC2,2,0,1,28
376,Stu_10,unknown,KC4,2,0,1,27
377,Stu_10,correct,,2,0,1,27
378,Stu_10,hint,KC11,2,0,1,26
379,Stu_10,correct,,2,0,1,25
380,Stu_10,unknown,KC9,2,0,1,24
381,Stu_10,correct,,2,0,1,24
382,Stu_10,correct,KC3,2,0,1,24
383,Stu_10,correct,KC1,2,0,1,23
384,Stu_10,correct,KC13,2,0,1,23
385,Stu_10,correct,KC2,2,0,1,23
386,Stu_10,incorrect,KC5,2,0,1,22
387,Stu_10,incorrect,KC16,2,0,1,22
388,Stu_10,unknown,KC9,2,0,1,22
389,Stu_10,correct,KC20,2,0,1,21
390,Stu_10,unknown,KC9,2,0,1,20
391,Stu_10,correct,,2,0,1,18
392,Stu_10,correct,KC20,2,0,1,18
393,Stu_10,correct,KC11,2,0,1,17
394,Stu_10,correct,KC14,2,0,1,17
395,Stu_10,correct,KC6,2,0,1,16
396,Stu_10,correct,,2,0,1,15
397,Stu_10,correct,KC3,2,0,1,15
398,Stu_10,unknown,KC4,2,0,1,15
399,Stu_11,unknown,KC9,2,0,1,14
400,Stu_11,unknown,KC8,2,0,1,14
401,Stu_11,correct,KC1,2,0,1,14
402,Stu_11,incorrect,KC5,2,0,1,13
403,Stu_11,unknown,KC5,2,0,1,13
404,Stu_11,correct,KC13,2,0,1,13
405,Stu_11,unknown,KC4,2,0,1,13
406,Stu_11,correct,KC14,2,0,1,13
407,Stu_11,unknown,KC9,2,0,1,12
408,Stu_11,correct,KC20,2,0,1,12
409,Stu_11,unknown,KC5,2,0,1,12
410,Stu_11,correct,KC6,2,0,1,12
411,Stu_11,unknown,KC9,2,0,1,11
412,Stu_11,unknown,KC9,2,0,1,11
413,Stu_11,unknown,KC5,2,0,1,11
414,Stu_11,correct,KC10,2,0,1,11
415,Stu_11,incorrect,KC9,2,0,1,11
416,Stu_11,incorrect,KC15,2,0,1,11
417,Stu_11,unknown,KC5,2,0,1,10
418,Stu_11,correct,KC3,2,0,1,10
419,Stu_11,correct,KC7,2,0,1,10
420,Stu_11,correct,KC13,2,0,1,10
421,Stu_11,incorrect,KC17,2,0,1,10
422,Stu_11,correct,,2,0,1,10
423,Stu_11,unknown,KC4,2,0,1,10
424,Stu_11,correct,KC6,2,0,1,10
425,Stu_11,incorrect,KC2,2,0,1,10
426,Stu_11,unknown,KC9,2,0,1,10
427,Stu_11,unknown,KC8,2,0,1,10
428,Stu_11,unknown,KC5,2,0,1,10
429,Stu_11,unknown,KC4,2,0,1,9
430,Stu_11,unknown,KC4,2,0,1,9
431,Stu_11,correct,KC9,2,0,1,9
432,Stu_11,correct,,2,0,1,9
433,Stu_11,unknown,KC5,2,0,1,9
434,Stu_11,correct,KC16,2,0,1,8
435,Stu_11,correct,KC10,2,0,1,8
436,Stu_11,correct,KC17,2,0,1,8
437,Stu_11,unknown,KC9,2,0,1,8
438,Stu_11,correct,KC10,2,0,1,8
439,Stu_11,correct,KC3,2,0,1,8
440,Stu_11,unknown,KC5,2,0,1,8
441,Stu_11,correct,KC3,2,0,1,8
442,Stu_11,correct,,2,0,1,8
443,Stu_11,correct,KC17,2,0,1,8
444,Stu_11,correct,KC10,2,0,1,8
445,Stu_11,correct,KC17,2,0,1,8
446,Stu_11,incorrect,KC17,2,0,1,8
447,Stu_11,incorrect,KC14,2,0,1,8
448,Stu_11,unknown,KC5,2,0,1,7
449,Stu_11,correct,,2,0,1,7
450,Stu_11,unknown,KC9,2,0,1,7
451,Stu_11,correct,,2,0,1,7
452,Stu_11,unknown,KC4,2,0,1,7
453,Stu_11,unknown,KC9,2,0,1,7
454,Stu_11,correct,KC12,2,0,1,7
455,Stu_11,unknown,KC8,2,0,1,7
456,Stu_11,incorrect,KC16,2,0,1,7
457,Stu_11,correct,,2,0,1,7
458,Stu_11,correct,KC10,2,0,1,7
459,Stu_11,unknown,KC9,2,0,1,7
460,Stu_11,unknown,KC5,2,0,1,7
461,Stu_11,correct,KC20,2,0,1,7
462,Stu_11,unknown,KC9,2,0,1,7
463,Stu_11,correct,,2,0,1,7
464,Stu_11,incorrect,KC20,2,0,1,7
465,Stu_11,correct,,2,0,1,7
466,Stu_11,correct,,2,0,1,6
467,Stu_11,correct,KC18,2,0,1,6
468,Stu_11,correct,,2,0,1,6
469,Stu_11,correct,KC3,2,0,1,6
470,Stu_11,correct,KC6,2,0,1,6
471,Stu_11,unknown,KC8,2,0,1,6
472,Stu_11,unknown,KC5,2,0,1,6
473,Stu_11,incorrect,KC20,2,0,1,6
474,Stu_11,correct,,2,0,1,6
475,Stu_11,unknown,KC9,2,0,1,6
476,Stu_11,correct,,2,0,1,6
477,Stu_11,unknown,KC5,2,0,1,6
478,Stu_11,incorrect,KC14,2,0,1,6
479,Stu_11,correct,KC11,2,0,1,6
480,Stu_11,incorrect,KC2,2,0,1,6
481,Stu_11,correct,,2,0,1,6
482,Stu_11,unknown,KC4,2,0,1,5
483,Stu_11,correct,,2,0,1,5
484,Stu_11,correct,,2,0,1,5
485,Stu_11,correct,KC2,2,0,1,5
486,Stu_11,unknown,KC9,2,0,1,5
487,Stu_11,correct,KC17,2,0,1,5
488,Stu_11,correct,KC3,2,0,1,5
489,Stu_11,unknown,KC5,2,0,1,5
490,Stu_11,correct,KC6,2,0,1,5
491,Stu_11,unknown,KC4,2,0,1,5
492,Stu_11,correct,KC3,2,0,1,5
493,Stu_11,correct,KC12,2,0,1,5
494,Stu_11,correct,,2,0,1,5
495,Stu_11,correct,,2,0,1,5
496,Stu_11,unknown,KC9,2,0,1,5
497,Stu_11,unknown,KC4,2,0,1,5
498,Stu_11,unknown,KC4,2,0,1,5
499,Stu_11,unknown,KC9,2,0,1,5
500,Stu_11,incorrect,KC18,2,0,1,5
501,Stu_11,unknown,KC9,2,0,1,5
502,Stu_11,unknown,KC8,2,0,1,5
503,Stu_11,correct,KC14,2,0,1,5
504,Stu_11,unknown,KC8,2,0,1,5
505,Stu_11,correct,,2,0,1,5
506,Stu_11,unknown,KC9,2,0,1,5
507,Stu_11,incorrect,KC7,2,0,1,4
508,Stu_11,correct,,2,0,1,4
509,Stu_11,correct,KC9,2,0,1,4
510,Stu_11,incorrect,KC17,2,0,1,4
511,Stu_11,correct,KC16,2,0,1,4
512,Stu_11,correct,KC18,2,0,1,4
513,Stu_11,correct,,2,0,1,4
514,Stu_11,unknown,KC9,2,0,1,4
515,Stu_11,unknown,KC4,2,0,1,4
516,Stu_11,correct,,2,0,1,4
517,Stu_11,correct,KC17,2,0,1,4
518,Stu_11,unknown,KC9,2,0,1,4
519,Stu_11,incorrect,KC10,2,0,1,4
520,Stu_11,unknown,KC9,2,0,1,4
521,Stu_11,correct,KC3,2,0,1,4
522,Stu_11,hint,KC13,2,0,1,4
523,Stu_11,correct,KC10,2,0,1,4
524,Stu_11,incorrect,KC2,2,0,1,4
525,Stu_11,correct,KC1,2,0,1,4
526,Stu_11,unknown,KC5,2,0,1,4
527,Stu_11,correct,KC2,2,0,1,4
528,Stu_11,correct,KC11,2,0,1,4
529,Stu_11,correct,,2,0,1,4
530,Stu_11,unknown,KC5,2,0,1,4
531,Stu_11,correct,KC17,2,0,1,4
532,Stu_11,correct,,2,0,1,4
533,Stu_11,correct,,2,0,1,4
534,Stu_11,unknown,KC5,2,0,1,4
535,Stu_11,correct,KC16,2,0,1,3
536,Stu_11,incorrect,KC9,2,0,1,3
537,Stu_11,incorrect,KC13,2,0,1,3
538,Stu_11,correct,,2,0,1,3
539,Stu_11,correct,KC1,2,0,1,3
540,Stu_11,correct,,2,0,1,3
541,Stu_11,correct,KC15,2,0,1,3
542,Stu_11,incorrect,KC18,2,0,1,3
543,Stu_11,correct,,2,0,1,3
544,Stu_11,correct,,2,0,1,3
545,Stu_11,correct,KC17,2,0,1,3
546,Stu_11,correct,,2,0,1,3
547,Stu_11,correct,KC16,2,0,1,3
548,Stu_11,correct,KC2,2,0,1,3
549,Stu_11,incorrect,KC18,2,0,1,3
550,Stu_11,unknown,KC4,2,0,1,3
551,Stu_11,correct,KC3,2,0,1,3
552,Stu_11,correct,KC6,2,0,1,3
553,Stu_11,incorrect,KC16,2,0,1,3
554,Stu_11,correct,,2,0,1,3
555,Stu_11,correct,,2,0,1,3
556,Stu_11,unknown,KC8,2,0,1,3
557,Stu_11,correct,KC5,2,0,1,3
558,Stu_11,incorrect,KC10,2,0,1,3
559,Stu_11,incorrect,KC9,2,0,1,3
560,Stu_11,correct,KC3,2,0,1,3
561,Stu_11,correct,,2,0,1,3
562,Stu_11,incorrect,KC4,2,0,1,3
563,Stu_11,incorrect,KC20,2,0,1,3
564,Stu_11,unknown,KC5,2,0,1,2
565,Stu_11,correct,,2,0,1,2
566,Stu_11,correct,KC15,2,0,1,2
567,Stu_11,unknown,KC4,2,0,1,2
568,Stu_11,correct,KC17,2,0,1,2
569,Stu_11,unknown,KC5,2,0,1,2
570,Stu_11,incorrect,KC6,2,0,1,2
571,Stu_11,correct,KC11,2,0,1,2
572,Stu_11,incorrect,KC5,2,0,1,2
573,Stu_11,correct,KC8,2,0,1,2
574,Stu_11,correct,KC7,2,0,1,2
575,Stu_11,correct,KC4,2,0,1,2
576,Stu_11,correct,,2,0,1,2
577,Stu_11,unknown,KC9,2,0,1,2
578,Stu_11,correct,,2,0,1,2
579,Stu_11,unknown,KC5,2,0,1,2
580,Stu_11,correct,KC17,2,0,1,2
581,Stu_11,hint,KC16,2,0,1,2
582,Stu_11,correct,KC11,2,0,1,2
583,Stu_11,correct,,2,0,1,2
584,Stu_11,correct,KC16,2,0,1,2
585,Stu_11,correct,KC9,2,0,1,2
586,Stu_11,correct,KC9,2,0,1,2
587,Stu_11,correct,KC20,2,0,1,2
588,Stu_11,correct,KC6,2,0,1,2
589,Stu_11,correct,KC16,2,0,1,2
590,Stu_11,correct,KC1,2,0,1,2
591,Stu_11,correct,KC16,2,0,1,2
592,Stu_11,correct,KC3,2,0,1,2
593,Stu_11,correct,KC10,2,0,1,2
594,Stu_11,correct,,2,0,1,2
595,Stu_11,correct,KC3,2,0,1,2
596,Stu_11,correct,KC17,2,0,1,2
597,Stu_11,correct,KC11,2,0,1,2
598,Stu_11,unknown,KC8,2,0,1,1
599,Stu_11,unknown,KC5,2,0,1,1
600,Stu_11,correct,KC10,2,0,1,1
601,Stu_11,correct,KC11,2,0,1,1
602,Stu_12,correct,KC6,2,0,1,1
603,Stu_12,correct,KC16,2,0,1,1
604,Stu_12,hint,KC17,2,0,1,1
605,Stu_12,correct,KC12,2,0,1,1
606,Stu_12,correct,,2,0,1,1
607,Stu_12,correct,KC13,2,0,1,1
608,Stu_12,incorrect,KC10,2,0,1,1
